5s	15s	20d	6s	14n	10s	14n	10s
USGS	01566000	2020-03-10 17:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 17:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 17:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 17:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 18:00	EDT	185	P	3.92	P
USGS	01566000	2020-03-10 18:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 18:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 18:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 19:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 19:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 19:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 19:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 20:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 20:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 20:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 20:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 21:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 21:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 21:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 21:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 22:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 22:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 22:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 22:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 23:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 23:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 23:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-10 23:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 00:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 00:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 00:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 00:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 01:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 01:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 01:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 01:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 02:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 02:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 02:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 02:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 03:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 03:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 03:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 03:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 04:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 04:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 04:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 04:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 05:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 05:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 05:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 05:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 06:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 06:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 06:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 06:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 07:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 07:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 07:30	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 07:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 08:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 08:15	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 08:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-11 08:45	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 09:00	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 09:15	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 09:30	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 09:45	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 10:00	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 10:15	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 10:30	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 10:45	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 11:00	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 11:15	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 11:30	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 11:45	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 12:00	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 12:15	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 12:30	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 12:45	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 13:00	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 13:15	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 13:30	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 13:45	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 14:00	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 14:15	EDT	179	P	3.90	P
USGS	01566000	2020-03-11 14:30	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 14:45	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 15:00	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 15:15	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 15:30	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 15:45	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 16:00	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 16:15	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 16:30	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 16:45	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 17:00	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 17:15	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 17:30	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 17:45	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 18:00	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 18:15	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 18:30	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 18:45	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 19:00	EDT	176	P	3.89	P
USGS	01566000	2020-03-11 19:15	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 19:30	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 19:45	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 20:00	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 20:15	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 20:30	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 20:45	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 21:00	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 21:15	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 21:30	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 21:45	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 22:00	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 22:15	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 22:30	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 22:45	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 23:00	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 23:15	EDT	173	P	3.88	P
USGS	01566000	2020-03-11 23:30	EDT	170	P	3.87	P
USGS	01566000	2020-03-11 23:45	EDT	173	P	3.88	P
USGS	01566000	2020-03-12 00:00	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 00:15	EDT	173	P	3.88	P
USGS	01566000	2020-03-12 00:30	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 00:45	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 01:00	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 01:15	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 01:30	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 01:45	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 02:00	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 02:15	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 02:30	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 02:45	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 03:00	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 03:15	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 03:30	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 03:45	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 04:00	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 04:15	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 04:30	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 04:45	EDT	170	P	3.87	P
USGS	01566000	2020-03-12 05:00	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 05:15	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 05:30	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 05:45	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 06:00	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 06:15	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 06:30	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 06:45	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 07:00	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 07:15	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 07:30	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 07:45	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 08:00	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 08:15	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 08:30	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 08:45	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 09:00	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 09:15	EDT	167	P	3.86	P
USGS	01566000	2020-03-12 09:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 09:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 10:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 10:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 10:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 10:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 11:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 11:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 11:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 11:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 12:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 12:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 12:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 12:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 13:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 13:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 13:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 13:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 14:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 14:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 14:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 14:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 15:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 15:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 15:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 15:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 16:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 16:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 16:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 16:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-12 17:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 17:15	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 17:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 17:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 18:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 18:15	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 18:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 18:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 19:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 19:15	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 19:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 19:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 20:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 20:15	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 20:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 20:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 21:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 21:15	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 21:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 21:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 22:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 22:15	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 22:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 22:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 23:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 23:15	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 23:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-12 23:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 00:00	EDT	159	P	3.83	P
USGS	01566000	2020-03-13 00:15	EDT	159	P	3.83	P
USGS	01566000	2020-03-13 00:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 00:45	EDT	159	P	3.83	P
USGS	01566000	2020-03-13 01:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 01:15	EDT	159	P	3.83	P
USGS	01566000	2020-03-13 01:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 01:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 02:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 02:15	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 02:30	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 02:45	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 03:00	EDT	162	P	3.84	P
USGS	01566000	2020-03-13 03:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 03:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 03:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 04:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 04:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 04:30	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 04:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 05:00	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 05:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 05:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 05:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 06:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 06:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 06:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 06:45	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 07:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 07:15	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 07:30	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 07:45	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 08:00	EDT	164	P	3.85	P
USGS	01566000	2020-03-13 08:15	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 08:30	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 08:45	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 09:00	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 09:15	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 09:30	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 09:45	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 10:00	EDT	167	P	3.86	P
USGS	01566000	2020-03-13 10:15	EDT	170	P	3.87	P
USGS	01566000	2020-03-13 10:30	EDT	170	P	3.87	P
USGS	01566000	2020-03-13 10:45	EDT	170	P	3.87	P
USGS	01566000	2020-03-13 11:00	EDT	170	P	3.87	P
USGS	01566000	2020-03-13 11:15	EDT	170	P	3.87	P
USGS	01566000	2020-03-13 11:30	EDT	170	P	3.87	P
USGS	01566000	2020-03-13 11:45	EDT	173	P	3.88	P
USGS	01566000	2020-03-13 12:00	EDT	173	P	3.88	P
USGS	01566000	2020-03-13 12:15	EDT	173	P	3.88	P
USGS	01566000	2020-03-13 12:30	EDT	173	P	3.88	P
USGS	01566000	2020-03-13 12:45	EDT	176	P	3.89	P
USGS	01566000	2020-03-13 13:00	EDT	176	P	3.89	P
USGS	01566000	2020-03-13 13:15	EDT	176	P	3.89	P
USGS	01566000	2020-03-13 13:30	EDT	176	P	3.89	P
USGS	01566000	2020-03-13 13:45	EDT	176	P	3.89	P
USGS	01566000	2020-03-13 14:00	EDT	176	P	3.89	P
USGS	01566000	2020-03-13 14:15	EDT	179	P	3.90	P
USGS	01566000	2020-03-13 14:30	EDT	179	P	3.90	P
USGS	01566000	2020-03-13 14:45	EDT	179	P	3.90	P
USGS	01566000	2020-03-13 15:00	EDT	179	P	3.90	P
USGS	01566000	2020-03-13 15:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-13 15:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-13 15:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-13 16:00	EDT	182	P	3.91	P
USGS	01566000	2020-03-13 16:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-13 16:30	EDT	182	P	3.91	P
USGS	01566000	2020-03-13 16:45	EDT	182	P	3.91	P
USGS	01566000	2020-03-13 17:00	EDT	185	P	3.92	P
USGS	01566000	2020-03-13 17:15	EDT	182	P	3.91	P
USGS	01566000	2020-03-13 17:30	EDT	185	P	3.92	P
USGS	01566000	2020-03-13 17:45	EDT	185	P	3.92	P
USGS	01566000	2020-03-13 18:00	EDT	182	P	3.91	P
